Prompt	Decay [480nm]	Decay [484nm]	Decay [488nm]	Decay [492nm]	Decay [496nm]	Decay [500nm]	Decay [504nm]	Decay [508nm]	Decay [512nm]	Decay [516nm]	Decay [520nm]	Decay [524nm]	Decay [528nm]	Decay [532nm]	Decay [536nm]	Decay [540nm]	Decay [544nm]	Decay [548nm]	Decay [552nm]	Decay [556nm]	Decay [560nm]	Decay [564nm]	Decay [568nm]	Decay [572nm]	Decay [576nm]	Decay [580nm]	Decay [584nm]	Decay [588nm]	Decay [592nm]	Decay [596nm]	Decay [600nm]	Decay [604nm]	Decay [608nm]	Decay [612nm]	Decay [616nm]	Decay [620nm]	Decay [624nm]	Decay [628nm]	Decay [632nm]	Decay [636nm]	Decay [640nm]	Decay [644nm]	Decay [648nm]	Decay [652nm]	Decay [656nm]	Decay [660nm]	Decay [664nm]	Decay [668nm]	Decay [672nm]	Decay [676nm]	Decay [680nm]	Decay [684nm]	Decay [688nm]	Decay [692nm]	Decay [696nm]	Decay [700nm]	Decay [704nm]	Decay [708nm]
0	2	2	1	1	2	6	8	21	37	50	64	118	164	247	323	398	408	537	532	480	422	428	383	335	318	263	252	228	202	173	138	127	97	67	69	51	35	24	26	21	10	6	4	6	3	3	0	2	1	1	0	1	1	0	0	0	0	0
0	0	1	1	1	5	1	3	14	26	50	71	107	168	256	290	377	455	439	473	472	440	451	391	355	283	257	245	220	189	163	146	122	110	76	68	61	36	34	33	26	10	10	6	7	3	3	2	0	1	0	1	0	0	0	0	0	0	0
0	1	1	1	1	5	3	10	11	24	50	69	119	159	230	315	380	448	460	487	459	422	425	391	317	288	275	220	219	189	179	138	119	93	80	63	43	40	33	29	24	10	6	9	4	4	2	2	3	2	0	0	2	1	2	0	0	1	1
0	1	2	1	1	3	3	8	14	19	53	67	104	167	253	286	358	409	446	465	463	476	389	361	347	277	293	225	217	201	165	152	118	98	78	70	44	44	25	32	20	15	7	6	11	6	2	2	6	3	0	0	0	0	0	0	0	0	1
0	1	0	3	3	3	3	5	11	25	29	70	113	160	241	273	371	447	500	453	444	452	385	393	320	314	314	243	229	180	167	139	128	90	73	62	53	39	24	24	21	17	10	7	4	4	2	2	2	0	1	0	0	0	0	0	0	0	0
0	0	3	2	2	1	4	8	14	19	39	86	122	140	238	287	338	425	459	452	428	432	379	335	299	306	267	245	207	206	183	143	118	87	82	69	64	36	38	25	23	21	11	5	8	7	1	3	2	1	0	0	0	0	1	1	0	0	0
0	0	1	0	4	2	4	10	17	27	50	71	115	141	208	271	330	371	460	458	446	432	419	344	366	309	261	248	212	194	166	130	129	98	104	55	46	44	33	24	17	15	5	6	5	3	4	2	1	1	1	0	0	0	0	0	0	0	0
0	1	1	2	2	4	3	6	16	19	39	66	97	167	226	295	334	423	431	465	463	424	417	362	323	292	244	236	225	189	166	120	125	86	59	61	59	33	29	25	15	7	14	4	8	3	4	3	1	2	0	0	1	0	0	0	0	0	0
0	1	2	1	3	3	2	16	12	31	49	76	100	151	217	302	338	415	430	473	474	446	396	356	306	273	254	230	211	181	165	148	106	98	78	57	47	38	31	14	23	16	6	6	6	5	2	1	3	1	2	0	1	2	0	0	0	0	0
0	2	5	3	1	6	4	9	11	26	41	74	116	164	201	278	376	401	460	460	410	434	402	345	298	269	271	244	203	185	148	139	113	109	75	55	51	50	38	20	8	17	11	5	4	6	2	2	1	1	1	1	0	1	1	0	0	1	0
0	1	2	1	0	4	3	7	16	29	54	75	94	148	221	268	348	393	433	435	439	424	391	344	288	259	238	204	206	195	153	131	128	97	71	63	70	34	23	28	17	15	7	8	3	2	2	1	0	1	2	0	1	0	1	0	0	0	0
0	0	1	3	4	4	2	2	17	19	41	66	98	152	204	270	308	452	404	425	417	383	372	331	283	262	217	200	186	165	147	140	111	92	82	64	55	37	30	17	15	16	10	11	9	3	2	1	2	1	2	2	0	0	0	1	0	0	0
0	1	2	2	0	5	8	11	15	28	34	62	85	136	215	258	346	371	392	418	430	411	372	334	281	282	224	229	187	151	128	116	109	79	83	50	44	34	26	29	14	12	9	3	5	1	3	2	3	0	0	0	0	0	0	0	0	1	1
0	1	0	4	1	2	4	12	11	20	33	63	109	132	197	269	349	358	411	400	416	438	369	349	301	267	233	197	205	162	148	135	115	103	66	57	42	39	26	21	18	11	7	6	4	3	1	2	1	0	0	0	0	1	0	0	1	0	0
0	1	0	0	2	8	6	2	19	26	40	61	95	127	164	282	306	334	410	442	428	398	332	330	288	261	211	238	178	187	172	151	102	86	75	56	65	31	27	24	26	13	8	7	6	3	7	2	1	1	1	0	0	0	0	0	1	1	0
0	1	2	0	1	4	3	2	6	26	34	77	91	143	188	251	353	395	418	414	366	401	329	316	279	265	253	209	199	148	147	131	103	90	66	56	43	31	27	27	7	19	5	5	2	5	3	3	1	1	1	0	1	0	1	0	0	0	0
0	1	1	0	1	2	3	10	21	17	29	62	91	122	204	235	343	333	399	437	394	402	367	307	264	246	210	199	174	164	142	108	106	115	76	46	48	37	27	22	13	13	11	6	8	2	3	2	1	2	0	2	1	0	0	0	0	0	0
0	4	2	2	1	3	4	8	19	22	35	58	87	122	203	277	312	369	401	421	415	362	362	325	280	259	225	217	194	183	144	119	105	79	75	63	48	31	29	28	13	7	3	5	6	5	3	5	3	2	0	1	0	0	0	0	0	0	0
0	0	3	3	1	6	0	5	13	21	41	63	74	119	183	260	309	345	399	421	386	350	372	327	289	261	225	210	187	173	153	136	97	79	64	51	39	29	27	21	18	8	7	7	4	4	2	3	0	0	1	0	0	0	0	0	0	0	0
0	2	3	4	3	1	4	9	8	22	33	55	80	101	187	229	298	356	377	420	393	328	338	289	296	239	234	216	173	153	144	136	97	92	77	49	45	30	17	19	15	15	11	5	7	3	2	2	0	3	0	1	0	0	0	0	0	0	0
0	1	0	4	0	2	8	12	11	24	45	54	80	136	189	241	270	350	360	418	379	401	345	320	278	278	228	211	204	169	132	112	91	70	71	53	38	32	23	16	15	7	11	9	14	3	3	2	0	0	1	0	1	0	0	0	0	0	0
0	1	1	1	2	6	4	9	6	24	27	61	79	136	203	296	340	389	410	403	385	377	350	302	268	254	228	220	167	166	173	116	119	74	54	53	62	32	21	18	9	13	6	5	5	3	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	4	1	2	0	4	8	14	15	41	48	80	108	187	250	314	329	361	396	384	343	349	280	250	247	201	208	155	166	112	97	103	73	84	48	50	25	18	11	15	13	13	6	2	1	2	3	2	0	0	1	1	0	0	0	0	0	0
0	1	2	2	2	3	5	6	10	21	39	60	67	116	208	263	299	369	378	404	401	365	326	307	246	241	207	176	153	165	140	123	89	78	68	69	43	45	25	19	14	10	11	9	6	4	0	1	2	0	1	1	0	0	0	0	0	0	0
0	2	1	1	1	4	2	11	11	24	23	61	74	115	192	241	330	332	347	395	372	354	317	303	257	241	209	209	165	144	147	117	109	88	69	69	42	33	28	15	22	9	7	3	8	4	0	1	2	0	3	1	0	1	1	0	0	0	0
0	0	2	0	2	2	7	10	17	16	30	59	94	119	164	250	315	345	349	367	382	329	284	299	271	222	215	185	177	143	114	116	92	100	46	38	38	43	27	22	17	7	6	9	5	0	5	2	2	0	0	0	0	1	0	0	0	0	0
0	1	1	1	1	1	2	8	10	18	33	48	88	115	194	231	304	309	337	378	345	304	308	323	220	223	213	182	169	136	121	120	85	92	77	57	33	32	25	22	15	14	4	2	3	0	1	2	1	0	2	0	0	0	0	1	0	0	0
0	0	0	2	3	2	4	2	11	17	36	46	73	124	200	236	302	359	371	353	386	341	303	277	266	232	213	171	172	152	110	121	104	73	68	58	43	29	29	17	19	9	13	8	2	4	1	1	3	0	2	0	0	0	1	0	1	0	1
0	1	1	2	0	4	4	3	9	20	26	68	74	127	184	236	291	340	355	354	358	349	314	304	264	234	210	207	154	154	108	117	92	85	57	49	37	34	23	19	18	16	7	2	2	2	0	3	1	1	0	0	0	1	0	1	2	0	1
0	1	0	0	2	2	2	8	13	17	44	54	77	107	166	187	279	343	344	332	376	318	301	290	262	234	205	213	169	123	131	95	97	77	76	51	33	30	31	27	9	6	5	6	1	3	4	3	2	0	1	0	1	0	0	1	0	0	0
0	2	3	2	2	3	5	8	11	24	29	62	61	114	175	217	265	300	328	356	362	322	331	327	256	233	205	183	166	141	127	107	84	76	59	43	40	27	13	20	16	8	3	5	7	5	1	2	0	0	1	0	0	0	0	0	0	0	1
0	2	1	1	3	1	3	10	17	25	26	58	64	112	172	218	275	312	347	343	362	300	289	264	216	193	197	177	158	154	114	98	91	79	72	48	20	37	21	18	14	15	6	5	3	4	5	3	2	0	0	0	0	0	0	0	1	0	0
0	1	1	4	1	4	2	7	17	10	32	39	73	114	160	229	257	321	372	325	330	298	283	250	270	213	195	172	192	142	122	120	89	69	55	36	43	28	25	23	16	9	5	7	2	8	3	0	1	1	2	0	0	0	0	0	0	0	0
0	1	0	0	2	1	7	7	10	24	33	65	65	116	163	215	239	288	347	348	307	352	300	274	250	222	202	190	138	149	121	106	98	81	50	56	40	29	26	16	12	9	11	7	4	4	2	3	1	1	1	0	0	0	0	0	1	0	0
0	0	2	0	1	1	6	7	18	19	31	54	57	111	169	219	252	302	321	343	332	269	281	272	236	217	181	160	145	130	101	115	81	72	66	60	27	30	27	18	13	15	9	4	4	3	3	2	0	1	1	1	0	0	0	0	0	0	0
0	0	2	3	3	0	4	8	3	23	34	48	78	121	172	221	250	277	327	341	318	305	290	293	250	217	184	179	146	159	105	113	98	76	47	53	27	35	24	17	17	7	8	6	1	3	1	2	1	0	0	1	0	0	0	0	0	0	0
0	2	2	0	1	2	3	4	11	6	35	52	89	115	153	216	234	282	319	312	315	278	307	247	237	205	192	171	144	150	101	110	74	87	52	43	29	27	19	19	17	12	7	6	1	7	1	1	0	2	3	0	1	0	0	0	0	0	0
0	0	0	3	1	4	1	12	11	22	32	48	66	108	151	220	266	287	334	309	345	303	287	297	236	209	203	147	149	129	147	77	81	82	59	44	40	22	17	22	10	13	6	3	4	1	2	4	0	2	0	0	0	0	2	0	0	0	0
0	1	0	3	1	0	4	11	8	19	31	41	64	105	154	204	226	295	355	297	300	305	267	259	257	193	185	186	161	142	121	93	97	65	49	51	41	33	25	24	20	6	6	8	3	4	6	1	0	0	0	1	0	0	0	0	0	0	0
0	1	1	1	3	0	6	5	11	15	27	45	70	114	177	217	286	306	342	345	345	310	270	289	224	207	194	153	145	124	103	111	93	56	45	38	25	27	14	19	17	9	6	8	2	3	0	2	1	0	1	1	1	0	0	0	0	1	0
0	1	2	1	4	1	6	7	16	17	35	49	66	117	144	213	228	295	332	331	290	341	272	277	226	211	194	143	169	138	113	100	70	79	56	48	30	30	29	17	12	10	6	5	3	1	6	4	1	1	0	0	2	0	0	0	0	0	0
0	2	1	0	2	1	2	10	12	20	36	46	84	106	152	247	248	285	316	343	342	313	306	260	226	193	181	136	150	138	118	95	98	77	47	46	39	23	24	20	8	7	4	3	1	1	3	1	3	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	2	5	6	19	27	57	90	135	153	192	278	298	358	336	334	295	289	262	222	205	178	192	135	131	126	106	96	78	45	56	39	16	19	17	14	9	8	9	6	3	3	0	0	0	0	0	1	0	0	0	0	0	0
0	2	1	4	0	2	0	4	9	14	32	43	78	104	170	224	229	300	307	302	289	294	282	245	216	198	162	168	148	143	98	115	86	84	49	51	37	34	24	20	10	8	8	6	4	5	5	2	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	1	3	2	6	11	19	24	48	83	112	159	215	258	311	319	329	313	312	294	247	214	199	214	189	134	152	143	94	70	77	45	48	38	24	23	24	11	7	10	5	2	7	2	3	0	0	2	0	1	0	0	0	0	0	0
0	1	0	3	1	1	3	5	14	11	28	48	80	114	148	196	252	245	314	322	296	281	269	281	201	204	175	173	157	123	106	90	91	79	57	35	35	26	18	25	11	9	6	4	2	1	1	0	1	1	1	0	0	1	0	1	0	0	0
0	1	0	1	1	3	4	5	10	21	33	52	85	127	146	201	225	290	300	273	301	277	266	244	211	214	154	167	132	140	90	91	69	81	64	46	23	32	26	19	9	13	8	4	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0
0	1	0	2	0	1	4	4	12	14	37	50	73	97	153	188	245	273	305	288	308	302	267	231	188	188	208	144	124	119	101	82	79	68	49	43	18	22	16	16	11	10	4	4	4	2	1	0	0	1	0	0	1	0	0	0	0	0	0
0	0	2	0	0	2	2	7	12	17	31	43	65	89	149	183	219	282	279	323	273	278	231	236	229	178	159	177	155	146	117	97	73	54	50	40	33	27	17	18	14	15	6	4	5	3	6	0	1	2	1	0	0	0	0	0	0	0	0
0	0	1	0	1	2	3	6	13	9	19	53	65	95	145	194	216	276	277	296	288	307	241	224	233	177	178	171	161	121	108	90	73	64	46	56	32	29	21	9	7	6	5	9	4	1	2	4	1	2	0	0	1	0	0	0	0	0	0
0	2	1	1	1	2	2	6	9	22	30	42	71	108	134	187	244	255	274	292	284	309	233	221	197	179	170	153	115	106	121	103	74	57	62	41	39	23	11	13	15	9	8	8	2	7	0	0	0	0	0	1	0	0	0	1	0	0	0
0	0	2	0	2	3	6	5	7	14	27	45	64	102	146	184	245	248	287	293	295	271	256	217	213	188	184	167	145	117	94	96	85	74	57	51	36	29	10	16	11	10	5	4	3	2	3	1	0	2	0	0	0	0	0	0	0	0	0
0	1	0	0	1	3	1	4	6	12	35	40	67	96	132	225	218	260	312	276	270	240	247	245	205	183	184	156	121	113	89	100	69	73	60	50	26	23	16	12	10	8	5	4	1	2	1	1	1	0	1	1	0	0	0	0	0	0	0
0	0	0	0	1	1	3	8	5	24	31	34	61	88	124	187	211	263	265	285	247	261	231	221	202	186	136	141	120	99	97	82	75	62	49	36	33	24	17	15	6	16	6	7	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0
0	3	0	0	3	2	3	7	14	18	28	36	58	114	140	182	208	292	241	292	288	257	230	209	188	178	158	164	128	131	93	79	66	64	51	42	39	26	20	14	8	12	4	0	5	0	1	1	2	0	0	1	0	0	0	0	0	0	0
0	1	2	0	0	2	3	4	9	12	22	37	57	104	127	170	206	236	265	315	280	282	215	213	184	176	165	150	132	116	108	89	72	55	49	38	31	26	22	14	12	8	7	3	5	1	1	1	0	0	0	0	0	0	0	1	0	0	0
0	1	0	1	3	3	2	3	7	13	20	43	58	104	124	192	193	255	256	268	282	244	199	230	185	174	142	153	119	123	116	77	79	62	36	52	23	31	18	7	11	4	3	3	5	5	1	1	3	1	1	0	0	0	0	0	0	0	0
0	0	1	1	1	1	1	5	8	17	32	37	60	108	165	172	199	223	254	261	279	228	228	223	196	196	153	145	134	115	79	84	84	56	47	36	24	27	19	8	11	6	3	2	1	3	3	0	1	0	0	1	0	1	0	0	0	0	0
0	0	2	0	2	3	3	1	5	14	27	39	68	88	112	191	228	255	269	289	282	253	237	221	183	176	157	144	132	125	94	76	75	52	38	37	31	27	18	8	11	13	4	5	4	3	2	0	1	2	0	0	0	0	0	0	0	0	0
0	2	0	1	0	3	11	9	13	13	24	41	55	86	123	152	214	246	287	259	280	231	210	235	184	152	161	132	106	118	103	67	78	59	41	38	29	28	12	11	8	13	1	6	7	2	4	0	0	0	1	0	0	0	0	0	0	0	0
0	1	1	2	1	0	5	4	8	17	32	38	66	75	109	158	213	254	242	260	262	236	252	234	155	173	152	154	120	123	86	67	72	57	46	34	27	26	17	15	12	7	13	2	4	4	2	3	0	0	1	0	0	0	0	0	0	0	0
0	1	0	0	1	3	3	7	10	9	19	37	58	83	118	170	207	246	262	247	262	247	204	205	177	196	147	170	132	100	103	87	68	50	54	24	29	20	16	11	11	9	6	1	4	2	1	1	1	0	0	0	0	0	0	0	1	0	0
0	0	1	1	2	3	2	9	8	10	29	41	60	91	127	168	192	245	262	298	276	257	224	199	211	171	160	137	119	101	101	81	65	63	37	35	27	18	19	5	10	9	1	3	1	1	2	0	1	1	1	1	0	1	0	0	0	0	0
0	0	0	1	0	0	5	4	8	17	20	27	55	86	133	160	212	222	252	248	240	235	220	206	163	157	146	123	118	95	111	77	56	42	55	32	21	24	21	17	8	9	7	6	5	2	1	0	1	0	0	1	1	0	0	0	0	0	0
0	0	0	1	2	1	2	2	9	22	21	43	66	74	136	156	195	231	229	242	254	254	209	217	184	146	137	125	118	95	82	73	69	60	48	40	38	23	17	15	11	4	5	6	8	1	1	1	3	0	0	0	0	0	0	0	0	0	0
0	0	0	1	3	3	2	4	7	16	26	36	63	90	114	176	164	218	244	254	240	246	216	198	197	171	155	124	115	107	100	63	55	52	46	32	27	21	21	9	8	7	3	6	2	3	3	1	0	1	0	2	0	1	0	0	0	1	0
0	1	2	1	3	3	4	2	6	11	23	34	50	81	109	158	182	240	238	229	253	240	221	189	188	149	161	127	119	100	99	83	67	63	42	27	38	22	16	11	14	10	3	6	3	0	3	1	1	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	1	3	5	9	16	26	43	55	97	123	167	179	233	249	268	241	245	204	218	176	154	132	114	108	96	91	77	61	59	41	45	30	20	22	17	13	3	10	4	1	3	4	2	0	0	1	3	0	1	1	0	0	0	0
0	0	0	2	2	1	3	9	9	14	25	37	64	103	109	149	210	213	243	278	212	234	220	207	171	153	133	133	103	100	83	85	63	63	57	33	33	17	15	11	4	6	5	3	3	3	1	1	0	1	0	0	0	0	0	0	0	0	0
0	1	0	1	1	2	3	6	8	16	21	28	55	85	110	151	203	213	259	249	258	244	185	196	168	148	130	114	113	107	75	70	64	36	41	41	14	22	19	13	11	9	3	3	2	2	2	1	1	0	0	2	0	0	0	0	0	0	0
0	0	0	0	1	1	5	4	11	19	30	35	51	77	106	140	188	208	208	253	227	212	235	189	157	165	101	125	102	104	91	76	62	65	37	37	31	21	15	17	6	5	4	7	5	0	5	2	1	0	0	0	1	0	0	0	0	0	0
0	0	1	0	1	2	3	4	7	10	23	41	40	91	107	154	190	212	267	227	210	230	210	193	137	148	129	123	103	102	96	69	49	35	40	39	24	15	22	7	9	7	6	4	3	2	1	0	0	2	0	1	0	0	0	0	0	0	0
0	1	1	2	2	0	4	1	10	13	26	44	57	72	99	130	198	211	221	202	229	239	209	164	162	152	117	126	95	94	85	86	57	65	47	37	28	20	17	11	5	10	3	7	7	1	0	2	0	1	1	0	1	0	0	0	0	1	0
0	3	1	1	1	2	3	6	6	13	23	38	61	80	103	150	191	227	211	247	219	218	217	176	164	140	99	118	95	102	75	59	53	64	43	37	24	26	19	13	11	10	5	4	4	3	2	2	2	0	0	1	0	0	0	0	1	0	0
0	0	0	2	1	4	2	5	6	13	21	35	53	81	127	149	188	211	192	234	213	201	184	194	160	132	137	108	112	77	70	80	64	52	33	31	34	19	13	11	10	4	4	2	5	3	2	0	0	0	0	0	1	0	0	1	0	0	0
0	1	0	0	2	4	1	2	9	16	16	34	64	69	109	128	150	214	245	234	242	199	210	182	152	133	129	125	104	98	95	78	61	51	41	31	19	21	19	8	8	6	4	1	2	0	2	0	1	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	2	1	5	7	12	20	35	62	68	115	156	166	232	229	205	230	193	190	169	160	135	135	110	125	87	84	88	71	57	44	34	24	30	17	18	12	9	6	3	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0
0	0	1	3	1	3	3	2	8	10	18	29	51	63	106	144	182	186	245	221	192	198	204	168	165	136	133	123	107	79	76	77	56	35	39	33	29	18	12	5	7	9	4	1	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0
0	0	3	0	2	3	5	5	8	12	18	31	49	74	118	135	175	185	192	250	233	222	198	164	163	136	127	113	94	103	74	65	55	43	50	37	26	15	15	10	6	3	7	5	2	4	4	0	1	1	0	0	0	1	0	0	0	0	0
0	1	0	1	2	0	2	6	12	11	15	30	44	78	95	142	143	208	205	212	230	216	181	189	170	134	132	102	103	94	66	65	52	53	61	30	31	8	10	6	12	3	2	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	2	4	3	3	16	22	29	56	81	96	133	166	197	211	204	200	235	202	184	148	136	147	98	112	76	87	63	61	54	34	34	27	15	14	7	7	4	5	4	3	0	4	0	1	0	1	0	1	0	0	1	0	0	0
0	0	1	1	0	4	0	7	2	15	20	24	40	75	105	125	169	178	178	203	221	200	196	191	153	121	109	114	85	95	74	56	54	61	38	32	24	20	15	10	8	3	8	2	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0
0	1	1	1	0	2	0	6	7	5	19	32	50	80	107	133	163	191	203	234	197	206	179	155	137	129	137	86	94	68	74	62	50	34	36	38	18	20	19	10	11	5	3	5	5	3	0	1	2	0	0	0	0	0	0	0	1	0	0
0	0	2	3	1	2	2	1	7	14	22	33	46	76	100	150	173	169	194	206	206	205	171	146	141	143	110	115	89	84	87	70	59	36	34	26	22	23	19	7	8	6	4	4	3	2	4	2	1	1	0	0	0	0	0	0	0	0	0
0	0	0	3	1	2	4	6	7	9	17	26	51	74	92	125	159	189	186	205	202	200	185	150	144	129	112	110	80	94	79	63	61	49	34	21	24	21	13	8	5	3	5	1	2	2	1	0	0	0	1	0	0	1	1	0	0	0	0
0	1	2	1	1	2	6	8	9	11	23	25	39	68	92	133	127	158	198	186	198	197	159	179	153	132	119	99	100	88	58	41	53	29	39	30	28	17	13	12	9	7	0	5	5	1	2	2	1	0	1	0	1	0	0	0	0	0	0
0	1	1	0	0	1	1	3	11	22	24	29	52	52	89	129	154	165	186	178	200	179	172	149	140	139	120	98	83	81	70	60	52	36	31	24	29	19	14	9	4	12	5	1	1	0	1	1	2	0	0	0	1	1	0	0	0	0	0
0	1	0	0	2	2	1	6	7	12	17	22	52	55	102	115	183	171	197	192	182	177	189	188	131	128	133	108	102	75	58	61	47	54	32	38	26	20	14	6	6	7	1	4	0	1	4	0	0	1	0	0	1	0	0	0	0	0	0
0	1	0	1	2	2	3	6	8	7	15	36	42	66	104	108	136	158	204	173	213	169	169	165	154	130	121	112	87	74	55	45	45	49	36	26	17	21	12	10	11	10	4	4	3	1	3	1	2	0	0	0	0	0	0	0	0	0	1
0	0	0	1	0	2	2	2	10	9	14	25	56	80	104	155	155	173	179	201	209	158	166	147	139	139	123	98	95	66	81	62	54	39	42	31	19	10	14	8	4	7	1	3	6	2	0	2	1	0	0	0	0	0	0	1	0	0	0
0	1	1	2	0	3	3	5	4	9	33	34	49	63	105	121	166	177	182	199	171	181	169	131	131	132	118	93	87	78	77	70	56	34	22	24	32	22	23	9	5	6	4	4	3	2	0	1	1	2	0	0	1	0	0	0	0	0	0
0	1	1	1	0	1	1	4	9	10	20	34	44	64	94	123	130	183	167	179	176	184	172	133	130	119	124	95	76	82	55	64	40	46	45	23	19	15	12	9	0	4	2	1	2	0	0	2	1	0	0	1	0	1	1	0	0	0	0
0	2	0	2	1	3	2	8	6	9	22	20	30	67	88	142	127	166	183	187	187	205	171	134	143	107	119	76	92	73	82	56	47	35	28	20	25	18	11	3	12	5	5	3	2	4	1	0	0	1	0	0	0	0	0	0	0	0	0
0	1	0	0	0	1	2	5	6	9	15	20	55	70	98	125	145	173	201	205	190	182	195	152	144	127	111	107	89	62	75	49	50	39	34	24	19	12	14	8	8	1	3	2	2	1	2	0	4	0	1	1	0	0	0	0	0	0	0
0	1	0	1	2	0	4	5	4	15	24	28	38	69	98	142	148	198	168	169	170	157	162	166	139	111	105	106	90	75	55	50	49	28	27	24	22	12	14	8	10	7	1	5	1	4	3	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	1	0	2	2	8	7	17	19	50	78	87	99	159	176	152	205	163	172	159	140	148	116	101	82	95	81	67	44	48	38	27	24	24	24	13	7	1	4	10	3	2	2	1	2	0	2	0	1	0	0	1	0	0	0	0
0	0	0	1	1	1	0	2	3	12	18	27	44	64	84	114	161	170	193	179	184	173	160	124	122	127	106	105	83	68	70	64	45	32	40	16	24	17	12	11	8	3	2	3	0	2	1	1	1	0	1	0	0	1	0	0	0	1	0
0	2	0	0	3	0	5	4	7	6	13	26	41	61	86	122	144	156	187	178	186	164	155	143	127	120	104	76	92	74	72	64	62	48	31	31	19	18	7	14	2	7	5	3	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0
0	1	1	1	1	1	2	1	6	8	19	30	30	57	83	103	152	150	185	194	165	183	166	145	124	107	120	116	83	72	51	51	38	26	25	21	25	12	7	9	6	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3	1	3	5	7	10	19	25	49	64	81	98	139	166	158	192	169	139	148	121	114	109	99	92	86	70	62	50	32	41	36	24	38	11	13	6	4	3	5	2	3	3	3	0	1	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	1	4	2	11	13	15	39	47	51	76	98	130	173	188	196	190	180	153	139	136	105	90	91	90	65	63	72	51	30	35	20	21	15	14	13	6	7	1	4	3	3	1	0	0	1	1	0	1	0	0	0	0	1	0
0	0	1	2	0	1	2	3	4	9	11	26	41	62	102	103	125	132	147	163	163	166	150	126	114	112	103	96	83	78	74	52	39	34	31	27	15	15	7	4	6	3	6	2	0	1	2	0	2	1	0	0	0	0	2	0	0	0	0
0	1	4	1	1	1	2	3	6	15	22	19	52	60	88	96	137	159	156	174	179	179	150	129	139	133	85	89	70	73	66	47	58	40	42	20	23	15	14	11	7	4	6	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	3	3	11	9	6	21	38	61	75	109	136	123	132	171	187	132	138	128	118	99	88	105	64	82	61	52	39	43	22	27	24	11	10	11	12	3	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	1	1	1	3	8	8	18	31	42	39	91	101	114	157	157	176	164	159	132	151	119	93	92	98	71	66	60	48	35	38	25	23	19	19	8	11	7	5	2	2	2	3	0	1	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	2	1	2	3	6	6	20	24	43	53	74	99	128	144	157	186	158	160	141	106	108	116	93	88	75	72	53	55	35	33	35	21	17	10	15	8	8	4	6	5	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0
0	1	0	2	4	3	3	3	6	10	16	19	42	65	87	111	132	142	162	170	169	148	147	118	128	82	100	90	65	57	65	46	40	30	24	24	20	19	9	7	1	4	2	2	1	1	4	2	0	0	0	0	0	1	0	0	0	0	0
0	2	0	0	0	2	1	3	10	11	20	30	33	50	84	98	123	137	172	168	163	156	136	129	112	92	97	71	86	64	54	55	43	33	24	23	22	10	15	10	3	8	3	2	1	2	1	3	0	0	0	0	0	0	0	0	0	0	2
0	0	1	1	1	2	1	3	6	9	14	27	45	50	68	111	124	142	150	143	201	154	134	130	112	99	109	79	85	58	53	70	28	27	31	24	15	15	8	5	5	4	7	3	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0
0	1	0	0	0	2	0	4	11	7	14	13	34	43	77	106	124	148	160	160	176	151	137	139	119	102	69	74	72	58	54	48	58	30	29	20	15	7	5	4	9	2	2	4	3	4	1	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	1	0	0	3	6	11	11	26	40	73	70	87	122	155	131	161	134	126	119	113	100	94	84	59	62	63	49	56	42	32	35	21	14	14	5	12	8	7	4	1	4	1	1	0	1	0	1	0	0	2	0	1	0	0	0
0	1	0	1	0	2	2	2	6	8	15	15	33	56	68	103	119	148	146	161	149	133	119	131	115	81	68	75	71	57	51	42	49	27	28	30	19	13	13	10	12	2	2	3	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0
0	0	1	1	0	1	0	3	8	11	16	21	30	51	81	89	122	153	146	171	154	146	131	117	105	94	89	88	67	63	53	42	46	32	25	16	17	12	11	4	5	1	2	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	3	1	3	4	7	11	26	31	47	75	94	114	135	146	145	148	140	133	122	146	90	87	78	72	45	49	56	41	36	27	21	19	9	8	7	7	1	4	2	2	3	1	0	1	0	0	1	0	1	0	0	0	0	0
